3,4,10,7,7,9,7,7,0,0,0,0,0,0,0,0
3,6,6,3,8,7,9,10,0,0,0,0,0,0,0,0
2,4,6,8,8,5,9,18,0,0,0,0,0,0,0,0
3,3,5,9,5,14,13,13,0,0,0,0,0,0,0,0
1,4,4,4,10,10,10,20,0,0,0,0,0,0,0,0
1,5,6,5,6,5,20,14,0,0,0,0,0,0,0,0
1,4,1,5,7,7,13,8,0,0,0,0,0,0,0,0
2,3,4,1,6,9,6,14,0,0,0,0,0,0,0,0
1,5,3,3,7,9,8,10,0,0,0,0,0,0,0,0
4,0,1,1,3,6,11,16,0,0,0,0,0,0,0,0
2,2,4,4,2,6,5,10,0,0,0,0,0,0,0,0
4,2,1,2,3,4,5,7,0,0,0,0,0,0,0,0
2,2,3,1,2,2,4,5,0,0,0,0,0,0,0,0
2,1,0,3,6,2,5,5,0,0,0,0,0,0,0,0
1,0,2,1,2,1,0,3,0,0,0,0,0,0,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
