0,0,0,0,0,0,0,0,10,11,16,7,7,3,3,5
0,0,0,0,0,0,0,0,15,7,14,12,10,5,6,5
0,0,0,0,0,0,0,0,8,14,10,15,15,10,9,5
0,0,0,0,0,0,0,0,12,17,16,18,15,6,9,7
0,0,0,0,0,0,0,0,22,17,18,16,16,14,11,10
0,0,0,0,0,0,0,0,17,23,11,17,13,18,14,7
0,0,0,0,0,0,0,0,20,15,18,23,8,15,11,9
0,0,0,0,0,0,0,0,18,15,14,8,20,13,11,9
0,0,0,0,0,0,0,0,19,22,15,12,13,15,15,6
0,0,0,0,0,0,0,0,12,18,14,22,13,17,9,9
0,0,0,0,0,0,0,0,8,11,10,11,10,6,4,13
0,0,0,0,0,0,0,0,6,13,14,9,9,7,7,10
0,0,0,0,0,0,0,0,8,8,11,8,4,4,6,5
0,0,0,0,0,0,0,0,6,4,6,1,4,5,2,1
0,0,0,0,0,0,0,0,3,0,6,2,2,4,1,1
0,0,0,0,0,0,0,0,2,0,3,4,5,1,6,4
