EventID,Row,Col,TOA_ns,TOT_ns,CAL_Code,EA_Code
4,6,9,7.035819,3.855994,171,0
5,6,13,9.027778,4.148392,171,0
12,4,9,11.732456,3.143275,171,0
17,12,12,9.558824,3.988971,170,0
29,9,8,5.294118,2.500000,170,0
32,5,10,2.352941,3.382353,170,0
32,3,12,0.047710,2.536578,786,0
33,4,12,8.735380,2.850877,171,0
36,5,9,3.161765,2.683824,170,0
40,7,10,4.586988,3.527047,171,0
50,9,14,9.722222,2.284357,171,0
54,12,11,1.238905,1.904586,169,0
57,3,9,6.578947,2.558480,171,0
60,5,9,8.823529,3.308824,170,0
62,3,10,11.764706,2.977941,170,0
66,5,13,10.110294,2.573529,170,0
74,3,10,0.328947,2.284357,171,0
77,0,14,11.938623,3.873503,167,0
81,5,14,11.470588,3.805147,170,0
81,6,14,11.580882,4.356618,170,0
81,5,15,12.056213,4.604290,169,0
81,6,15,11.335059,2.884615,169,0
84,6,14,7.340116,2.688953,172,0
88,8,8,6.213450,2.850877,171,0
91,4,8,0.998521,3.365385,169,0
97,6,12,11.787281,3.216374,171,0
107,8,11,10.800439,3.033626,171,0
113,8,8,4.191176,2.187500,170,0
120,11,12,4.650735,4.632353,170,0
125,11,9,12.003676,2.830882,170,0
136,10,15,1.275888,2.662722,169,0
138,8,15,10.855263,2.814327,171,0
143,4,8,12.278107,2.551775,169,0
147,1,8,3.143491,3.217456,169,0
162,8,15,2.558480,2.211257,171,0
163,7,13,4.324128,2.870640,172,0
166,5,15,10.882353,3.308824,170,0
172,11,13,0.514706,0.404412,170,0
175,0,9,2.163462,2.588757,169,0
178,12,13,6.176036,1.035503,169,0
180,3,15,12.185651,2.440828,169,0
185,9,13,5.559593,4.305959,172,0
187,3,12,2.119883,1.699561,171,0
192,0,13,11.774554,3.125000,168,0
193,10,11,7.500000,4.283088,170,0
195,6,11,10.900735,3.198529,170,0
196,10,14,9.669118,4.705882,170,0
200,7,12,3.779070,12.954215,172,0
201,3,12,9.466374,2.923977,171,0
202,3,8,9.191176,2.224265,170,0
208,14,13,4.363905,1.312870,169,0
208,6,15,4.356618,1.341912,170,0
213,9,12,6.177326,4.941860,172,0
215,12,11,0.665680,2.699704,169,0
217,9,11,11.428052,2.688953,172,0
220,1,13,3.291420,1.460799,169,0
221,5,12,3.874269,3.855994,171,0
221,6,15,3.455882,2.904412,170,0
222,1,8,8.394970,2.200444,169,0
224,5,11,5.975877,2.923977,171,0
225,4,12,9.850146,2.412281,171,0
226,12,10,0.369822,3.531805,169,0
235,9,9,0.402047,3.673246,171,0
236,4,14,7.383041,2.850877,171,0
238,15,12,7.031250,3.348214,168,0
244,9,11,3.524709,1.126453,172,0
263,6,8,5.861686,3.790680,169,0
263,5,9,6.416420,4.530325,169,0
263,4,10,5.409357,2.284357,171,0
263,5,10,6.176471,4.503676,170,0
263,7,10,5.992647,3.915441,170,0
263,1,11,6.580882,4.889706,170,0
265,2,12,11.286765,2.683824,170,0
269,2,14,2.120536,2.455357,168,0
270,3,9,2.834302,2.089390,172,0
273,5,11,7.711988,3.143275,171,0
281,7,13,7.049419,2.725291,172,0
294,0,13,5.933780,3.162202,168,0
301,5,12,3.947368,2.777778,171,0
312,4,9,5.482456,2.887427,171,0
313,3,11,5.995640,2.434593,172,0
320,8,13,10.061416,4.208815,173,0
321,4,14,0.047468,1.621835,790,0
330,8,15,8.095760,3.070175,171,0
331,4,9,4.312865,2.668129,171,0
332,0,8,10.602679,2.715774,168,0
335,2,15,0.449102,4.509731,167,0
335,3,15,0.499260,4.641272,169,0
336,6,12,12.317251,2.850877,171,0
348,1,8,2.755178,2.958580,169,0
350,6,9,8.241959,3.033626,171,0
359,4,12,9.665698,4.015262,172,0
360,10,12,8.114035,2.960526,171,0
360,3,13,8.970588,4.779412,170,0
360,4,15,7.977941,2.610294,170,0
363,1,8,4.761905,2.678571,168,0
365,5,10,1.617647,2.757353,170,0
369,7,15,3.345588,2.830882,170,0
375,5,10,8.487426,4.086538,169,0
