EventID,Row,Col,TOA_ns,TOT_ns,CAL_Code,EA_Code
0,5,6,11.762640,2.492978,178,0
12,4,4,4.451816,2.112430,179,0
14,3,7,1.882102,2.663352,176,0
20,13,5,11.487430,2.583799,179,0
21,1,6,5.628551,2.521307,176,0
23,14,7,4.908192,1.995056,177,0
45,5,5,11.727528,2.703652,178,0
59,11,3,1.145833,3.281250,180,0
63,10,6,10.902388,3.054775,178,0
82,1,2,9.287709,2.077514,179,0
92,5,6,10.709270,2.773876,178,0
96,10,6,7.022472,5.091292,178,0
112,2,6,11.878551,2.450284,176,0
125,2,3,5.324721,2.618715,179,0
128,2,6,6.585452,4.113701,177,0
128,1,5,6.569602,3.675426,176,0
128,2,3,5.970670,1.798184,179,0
132,3,7,1.402699,2.041903,176,0
133,0,7,10.529119,2.112926,176,0
141,11,7,0.988701,1.394774,177,0
151,1,6,10.156250,2.148438,176,0
155,3,3,2.343750,1.927083,180,0
161,0,4,11.411517,2.422753,178,0
164,7,7,9.655899,2.563202,178,0
165,4,7,6.039326,2.282303,178,0
167,13,7,4.863062,2.089185,178,0
168,1,7,4.661017,2.824859,177,0
179,2,4,0.829802,2.206921,177,0
197,0,7,10.535714,2.125000,175,0
199,9,5,2.949438,4.336376,178,0
201,1,5,6.250000,1.112288,177,0
220,9,4,6.023045,1.344274,179,0
222,11,7,10.937500,2.089185,178,0
227,13,5,7.408708,2.668539,178,0
229,6,7,3.195225,3.634129,178,0
238,9,3,9.982639,2.291667,180,0
243,11,7,10.649441,0.523743,179,0
255,8,6,3.616573,1.316713,178,0
255,9,6,3.997905,1.798184,179,0
255,11,4,4.791667,4.149306,180,0
260,4,6,6.711648,2.343750,176,0
266,9,6,4.556564,1.379190,179,0
267,0,4,0.438904,2.159410,178,0
271,7,7,7.830056,2.492978,178,0
274,1,6,3.835227,1.651278,176,0
275,6,7,5.688202,2.422753,178,0
278,10,7,3.404330,2.723464,179,0
282,10,6,4.259777,2.374302,179,0
288,11,3,3.194444,2.361111,180,0
310,15,6,11.246469,0.953390,177,0
313,2,3,8.694134,1.169693,179,0
320,2,7,12.251420,2.485795,176,0
333,9,3,7.916667,1.927083,180,0
335,7,6,10.963687,4.242318,179,0
344,6,4,2.112430,1.798184,179,0
362,4,5,6.425562,0.983146,178,0
362,4,4,6.773743,1.798184,179,0
382,6,7,11.938202,4.160815,178,0
385,1,3,6.721369,1.972765,179,0
394,0,0,1.070927,2.247191,178,0
395,1,1,10.998603,4.067737,179,0
399,11,6,4.827949,1.632725,178,0
401,9,7,0.667135,2.492978,178,0
403,4,0,0.055638,1.375495,1011,0
408,5,3,1.545139,0.659722,180,0
408,4,0,2.192680,3.038674,181,0
411,12,6,7.970506,2.194522,178,0
411,1,1,8.058287,2.018961,178,0
423,15,7,3.654661,1.995056,177,0
425,5,5,4.696229,2.112430,179,0
425,5,3,4.965278,3.940972,180,0
431,4,5,6.004213,2.194522,178,0
433,4,2,12.292818,3.850138,181,0
482,7,6,2.042598,2.828212,179,0
485,2,3,11.138268,3.543994,179,0
