EventID,Row,Col,TOA_ns,TOT_ns,CAL_Code,EA_Code
14,4,6,9.074859,1.818503,177,0
14,8,0,9.134615,1.734203,182,0
16,2,6,12.182203,3.972458,177,0
16,1,5,12.288136,3.725282,177,0
16,2,5,12.306882,4.336376,178,0
16,3,5,11.674860,1.913624,178,0
16,1,4,11.797753,2.773876,178,0
16,6,3,11.930249,2.382597,181,0
16,3,0,11.826657,2.658840,181,0
20,7,7,10.217697,2.054073,178,0
27,4,7,9.446023,2.698864,176,0
50,7,6,10.789106,4.888268,179,0
65,4,2,4.247238,2.589779,181,0
67,8,4,7.454609,1.169693,179,0
87,11,3,1.631944,1.788194,180,0
87,11,2,1.761050,2.762431,181,0
88,11,4,2.391760,0.942737,179,0
89,7,2,3.211326,2.520718,181,0
95,3,3,7.384777,1.937849,179,0
97,10,6,6.302374,2.444134,179,0
100,6,7,12.113764,2.563202,178,0
100,7,7,12.217514,2.577684,177,0
100,7,6,12.152778,2.812500,180,0
102,15,7,9.216102,5.367232,177,0
117,2,7,9.552557,4.030540,176,0
118,8,3,4.097222,2.812500,180,0
129,4,6,7.909605,3.319209,177,0
135,9,6,11.155726,3.037709,179,0
142,9,5,9.165503,2.339385,179,0
142,4,1,9.048764,2.850275,182,0
154,2,5,1.704545,3.018466,176,0
154,3,5,2.405197,6.372893,178,0
155,12,6,1.447740,1.783192,177,0
163,5,3,0.937500,2.222222,180,0
165,6,7,1.527388,3.388343,178,0
192,15,4,8.362430,2.513966,179,0
220,9,7,10.544693,2.793296,179,0
233,5,1,11.796016,2.747253,182,0
233,6,1,12.258287,4.350829,181,0
240,8,7,3.721910,2.089185,178,0
257,10,6,8.795646,3.669242,178,0
258,9,4,7.594274,2.548883,179,0
264,9,3,0.058777,1.807406,638,0
269,6,7,6.091994,4.055478,178,0
270,1,3,3.511236,2.492978,178,0
271,8,3,0.081345,2.670824,461,0
271,9,3,0.729167,1.579861,180,0
278,3,2,11.875000,1.302083,180,0
285,15,7,6.126412,1.995056,177,0
290,1,6,1.455966,2.698864,176,0
315,9,6,5.359637,2.042598,179,0
315,11,5,5.740871,3.300562,178,0
332,13,5,2.949438,0.632022,178,0
344,4,2,7.417582,3.125000,182,0
345,8,7,5.150140,2.653631,179,0
345,5,1,5.151099,2.438187,182,0
347,0,7,11.416903,2.911932,176,0
349,4,1,8.911401,2.712912,182,0
363,13,6,10.586376,1.983848,178,0
369,9,6,11.888966,2.077514,179,0
381,0,2,1.509831,3.195225,178,0
381,1,2,1.344274,2.548883,179,0
393,13,2,8.606844,2.444134,179,0
411,10,6,0.366620,2.932961,179,0
419,7,7,1.712571,4.325565,177,0
419,8,7,1.493056,4.010417,180,0
434,12,4,10.527235,1.414106,179,0
434,15,4,11.138268,2.653631,179,0
434,1,0,10.911313,1.728352,179,0
435,2,2,1.571229,2.653631,179,0
441,12,5,8.013268,3.753492,179,0
452,8,5,6.597222,2.256944,180,0
460,1,7,0.080128,2.517361,468,0
460,3,3,1.204609,3.177374,179,0
464,13,4,9.182961,2.374302,179,0
473,15,5,2.895480,3.548729,177,0
476,13,7,6.408006,3.423455,178,0
491,10,4,4.652778,2.395833,180,0
495,8,2,2.762431,3.781077,181,0
496,7,6,9.043296,2.548883,179,0
500,1,5,9.834040,2.683616,177,0
503,11,7,2.118644,2.259887,177,0
510,3,3,12.204861,2.256944,180,0
513,3,5,2.317416,5.161517,178,0
513,2,4,1.176264,2.422753,178,0
521,13,3,12.148876,3.739466,178,0
532,4,4,6.407123,1.449022,179,0
534,1,4,11.864407,2.436441,177,0
536,11,7,7.367318,1.763268,179,0
544,7,6,10.963687,2.793296,179,0
548,10,6,5.394553,3.334497,179,0
550,5,2,0.041946,1.398210,894,0
550,1,1,7.917837,1.422051,178,0
554,0,7,9.535714,3.071429,175,0
557,8,7,6.840278,2.743056,180,0
562,9,5,11.666667,2.569444,180,0
570,15,7,9.322034,2.401130,177,0
580,11,1,7.424033,2.158149,181,0
580,12,1,7.708333,3.125000,180,0
583,4,0,9.478022,2.266484,182,0
602,8,7,2.391760,4.172486,179,0
607,14,6,0.182039,7.979369,206,0
612,6,6,3.386872,4.399441,179,0
638,5,3,9.079861,2.031250,180,0
641,10,7,2.287011,1.972765,179,0
651,3,4,7.402235,2.688547,179,0
660,0,7,4.839286,1.803571,175,0
670,0,4,4.696328,2.136299,177,0
689,7,7,5.407303,3.388343,178,0
690,9,2,5.631868,2.266484,182,0
691,4,3,5.190972,2.986111,180,0
717,0,6,7.446429,3.839286,175,0
731,5,5,11.173184,2.199721,179,0
762,3,6,0.370763,2.259887,177,0
771,4,4,0.684691,2.879213,178,0
776,7,7,8.192090,7.062147,177,0
779,3,7,1.562500,2.556818,176,0
779,7,3,1.440972,2.222222,180,0
793,4,0,11.705801,4.454420,181,0
796,14,7,9.957627,4.043079,177,0
796,15,7,10.116525,4.219633,177,0
806,1,4,10.568820,2.633427,178,0
810,9,7,7.619382,2.317416,178,0
810,10,0,7.245879,1.596841,182,0
816,3,7,5.504261,3.959517,176,0
824,0,2,7.882725,2.282303,178,0
828,9,6,1.728352,1.623603,179,0
835,11,5,6.864466,2.124298,178,0
835,11,3,7.157821,2.793296,179,0
838,7,4,9.322626,3.212291,179,0
852,12,7,4.529494,2.124298,178,0
859,7,1,9.958791,2.438187,182,0
863,9,5,7.768855,1.658520,179,0
