EventID,Row,Col,TOA_ns,TOT_ns,CAL_Code,EA_Code
11,9,7,5.185056,3.334497,179,0
17,10,7,10.300279,2.548883,179,0
21,14,0,1.404494,2.703652,178,0
31,7,4,6.826117,2.007682,179,0
31,1,3,6.776685,1.281601,178,0
31,14,3,6.979167,2.395833,180,0
46,9,5,1.396648,2.304469,179,0
47,4,6,4.925847,3.901836,177,0
65,4,7,11.317090,2.436441,177,0
71,6,5,5.481844,3.142458,179,0
90,8,6,9.201389,2.465278,180,0
96,0,0,4.539106,3.142458,179,0
99,6,5,2.618715,2.182263,179,0
99,7,5,2.899306,2.465278,180,0
122,4,6,1.483051,2.471751,177,0
122,10,6,0.072254,3.715077,519,0
122,11,6,1.562500,3.809691,178,0
122,12,6,1.422051,3.300562,178,0
131,9,7,3.194832,1.902933,179,0
142,10,7,5.091292,1.773174,178,0
142,8,6,5.027933,2.042598,179,0
144,9,2,10.971841,2.146291,182,0
150,0,6,10.696429,2.642857,175,0
150,4,3,10.607639,2.135417,180,0
154,4,4,9.427374,2.077514,179,0
168,2,3,7.576816,2.513966,179,0
202,6,7,5.499302,1.763268,179,0
203,8,7,7.768855,1.972765,179,0
213,3,6,7.900281,2.352528,178,0
215,11,7,2.844101,3.300562,178,0
221,5,7,7.127809,2.914326,178,0
221,7,7,7.408708,3.669242,178,0
221,8,7,7.395833,4.184028,180,0
221,7,6,7.083333,2.708333,180,0
221,7,5,6.666667,1.302083,180,0
221,8,5,7.210196,3.648743,179,0
223,3,1,9.444444,2.361111,180,0
227,2,0,5.749309,1.605663,181,0
229,10,2,1.701389,1.232639,180,0
233,4,4,11.784218,1.134777,179,0
236,10,7,11.679469,2.967877,179,0
236,11,7,11.365223,1.902933,179,0
237,10,0,7.554945,1.562500,182,0
242,7,7,10.469633,1.783192,177,0
268,4,7,0.388418,2.436441,177,0
270,10,7,7.105447,1.309358,179,0
289,9,7,11.260475,1.728352,179,0
302,3,7,10.575565,2.754237,177,0
303,4,7,6.818182,3.231534,176,0
322,10,6,2.025140,2.618715,179,0
328,2,5,10.575565,2.401130,177,0
336,1,0,3.611111,1.718750,180,0
343,5,5,1.099860,2.618715,179,0
357,8,4,3.506944,2.777778,180,0
367,10,3,7.500000,3.055556,180,0
386,3,7,9.836648,2.734375,176,0
393,4,7,2.242232,2.683616,177,0
402,7,4,3.229749,2.688547,179,0
406,11,0,0.069006,1.700513,634,0
422,6,4,11.103352,2.723464,179,0
422,1,1,11.499298,3.125000,178,0
462,13,4,1.955307,2.374302,179,0
467,2,7,2.489407,2.259887,177,0
467,10,5,2.601257,2.339385,179,0
470,6,6,12.256944,1.857639,180,0
479,8,0,10.285027,2.953297,182,0
498,4,6,3.054379,1.889124,177,0
501,14,1,7.654494,2.668539,178,0
502,0,5,1.278409,2.183949,176,0
505,2,6,7.521186,2.365819,177,0
513,0,4,8.532303,4.459270,178,0
535,12,0,4.652778,1.336806,180,0
563,12,5,3.264665,1.518855,179,0
571,6,7,3.932584,1.878511,178,0
589,1,5,5.190678,3.972458,177,0
592,1,4,7.215590,3.634129,178,0
599,8,2,8.020833,2.569444,180,0
600,7,5,9.982639,2.881944,180,0
604,5,5,4.166667,138.888889,9,0
605,4,6,4.502119,2.577684,177,0
606,7,5,10.972222,1.892361,180,0
610,13,7,10.498596,2.457865,178,0
623,10,6,1.527388,2.352528,178,0
634,0,6,6.714286,2.428571,175,0
636,6,7,1.018258,2.808989,178,0
660,1,5,5.561441,1.853814,177,0
661,8,4,1.701389,1.197917,180,0
664,7,0,5.546016,1.184753,182,0
665,4,5,3.866525,1.359463,177,0
668,2,5,5.173023,2.966102,177,0
677,4,3,11.649306,1.302083,180,0
678,10,1,0.051230,1.289276,732,0
681,10,4,6.634078,1.518855,179,0
694,10,6,11.609637,3.002793,179,0
697,8,6,0.733240,1.047486,179,0
701,4,6,4.389045,1.702949,178,0
735,8,6,3.823324,1.414106,179,0
743,8,5,8.802083,2.638889,180,0
746,3,1,1.850559,2.269553,179,0
747,7,4,5.237430,2.234637,179,0
755,5,3,8.315972,2.291667,180,0
761,5,7,3.704354,3.230337,178,0
771,1,1,3.561453,2.042598,179,0
799,1,4,1.324153,3.442797,177,0
802,6,7,8.181180,2.879213,178,0
804,4,7,7.741477,2.592330,176,0
827,1,7,2.911932,2.592330,176,0
827,7,4,2.569444,2.291667,180,0
827,12,1,3.089888,3.388343,178,0
827,5,0,2.624309,2.020028,181,0
831,9,0,9.787088,0.858516,182,0
842,1,7,11.363636,2.947443,176,0
844,8,4,10.631983,2.112430,179,0
858,8,3,0.057432,1.125000,925,0
861,13,5,5.266854,0.772472,178,0
862,2,4,3.543994,1.937849,179,0
862,8,1,3.897665,2.644231,182,0
893,6,1,7.297390,3.622940,182,0
905,1,7,7.538842,1.147599,177,0
906,10,7,0.684691,3.300562,178,0
906,12,7,0.635593,3.319209,177,0
906,13,7,0.702247,2.984551,178,0
906,14,7,0.781250,4.066051,176,0
906,11,6,0.529661,2.860169,177,0
906,12,6,0.877809,4.266152,178,0
906,11,5,0.558659,2.793296,179,0
922,2,4,8.742978,2.422753,178,0
938,13,7,10.235253,2.598315,178,0
945,6,6,6.546788,3.578911,179,0
953,5,6,5.056180,2.247191,178,0
963,11,2,2.952348,1.398481,181,0
963,5,1,2.595628,0.478142,183,0
964,2,0,1.225829,1.985497,181,0
976,12,6,3.757022,2.984551,178,0
981,8,5,3.923611,2.256944,180,0
986,5,6,12.008427,1.281601,178,0
986,2,3,12.291667,2.135417,180,0
1025,2,6,7.944915,1.924435,177,0
1055,10,3,10.972222,2.395833,180,0
1065,14,3,1.972765,2.548883,179,0
1066,6,5,6.005587,4.137570,179,0
1070,11,7,6.162219,2.089185,178,0
1077,0,1,10.492318,1.937849,179,0
1079,0,7,3.409091,2.663352,176,0
1086,11,0,2.300824,1.322115,182,0
1088,0,6,5.714286,0.750000,175,0
1096,1,5,7.009181,3.213277,177,0
1096,6,4,6.511872,1.833101,179,0
1102,5,6,0.948034,4.195927,178,0
1103,9,7,11.400140,2.234637,179,0
1105,11,2,4.236111,1.961806,180,0
1109,6,6,2.187500,1.857639,180,0
1109,11,6,2.457865,2.159410,178,0
1114,2,3,9.671788,3.247207,179,0
1114,3,2,10.138889,4.357639,180,0
1122,13,6,3.531073,2.930791,177,0
1141,4,5,12.324438,3.353230,178,0
1153,4,0,3.537088,0.549451,182,0
1160,1,5,9.659091,2.414773,176,0
1167,6,1,6.936813,0.686813,182,0
1171,7,6,8.886173,2.339385,179,0
1173,8,7,3.142458,2.898045,179,0
1176,7,7,4.845506,3.230337,178,0
1176,10,7,5.167598,4.539106,179,0
1176,5,6,4.539106,2.793296,179,0
1176,7,6,5.132682,4.539106,179,0
1189,3,6,11.299435,1.712571,177,0
1193,1,1,7.830056,2.808989,178,0
1195,10,5,6.895950,3.212291,179,0
1195,0,0,6.913408,3.578911,179,0
1199,7,5,4.652778,0.763889,180,0
1200,13,7,5.337079,2.352528,178,0
1202,5,1,7.022665,2.712912,182,0
1211,8,4,9.863827,1.868017,179,0
1216,9,4,9.149306,2.430556,180,0
1218,15,5,6.864466,1.492275,178,0
1226,0,7,9.623580,2.006392,176,0
1230,7,4,8.100559,3.613827,179,0
1234,10,6,6.983240,2.234637,179,0
1243,7,5,6.840278,3.385417,180,0
1253,0,3,2.844101,1.527388,178,0
1271,14,3,2.534722,2.222222,180,0
1275,8,7,10.937500,2.534722,180,0
1277,12,7,6.390449,2.317416,178,0
1277,11,6,6.285112,1.948736,178,0
1277,10,4,5.763889,1.076389,180,0
1277,4,1,6.078297,1.871566,182,0
1283,9,5,6.145251,1.937849,179,0
1307,11,7,4.888268,3.142458,179,0
1312,10,5,7.384777,2.042598,179,0
1324,5,4,12.309028,2.500000,180,0
1331,1,4,9.304775,2.282303,178,0
1335,6,5,1.780726,2.339385,179,0
1354,11,6,0.367647,11.243873,102,0
1358,9,7,8.013268,1.868017,179,0
1372,5,5,2.861657,2.387640,178,0
1376,4,7,0.050539,1.777291,742,0
