EventID,Row,Col,TOA_ns,TOT_ns,CAL_Code,EA_Code
0,4,7,1.218220,4.625706,177,0
9,12,5,5.372191,2.844101,178,0
17,0,3,0.882768,1.818503,177,0
28,1,7,6.001420,2.769886,176,0
63,5,4,6.791201,2.967877,179,0
68,3,3,7.812500,2.256944,180,0
75,0,2,7.391152,2.738764,178,0
84,5,6,12.096208,2.282303,178,0
99,11,7,8.883427,3.388343,178,0
99,10,6,8.816341,4.574022,179,0
99,11,6,9.023876,4.266152,178,0
99,10,5,8.344972,2.304469,179,0
99,9,4,8.541667,2.986111,180,0
106,11,7,4.213483,0.877809,178,0
129,10,5,10.625000,2.395833,180,0
142,9,7,10.806564,4.713687,179,0
150,14,6,10.498596,3.634129,178,0
150,14,5,10.726826,4.266152,178,0
166,9,1,2.313536,4.195442,181,0
173,4,6,8.005618,2.633427,178,0
179,11,5,0.596910,1.948736,178,0
201,5,4,8.659218,2.967877,179,0
205,7,1,11.533149,1.743785,181,0
219,10,7,7.227654,3.823324,179,0
221,7,1,6.353591,1.329420,181,0
234,0,7,5.250000,2.892857,175,0
234,3,5,5.301966,2.914326,178,0
234,3,1,5.138889,2.430556,180,0
248,15,5,11.235955,1.808287,178,0
260,2,7,2.683616,1.571328,177,0
260,5,5,3.353230,2.738764,178,0
260,7,2,3.021409,2.279006,181,0
262,0,4,12.394068,1.641949,177,0
266,7,1,10.243056,2.326389,180,0
269,11,4,3.611111,1.579861,180,0
279,4,2,3.468407,2.575549,182,0
298,6,2,10.989011,2.575549,182,0
311,7,6,0.912921,2.633427,178,0
316,4,4,9.793994,1.728352,179,0
316,10,2,9.564917,1.001381,181,0
329,9,7,1.983848,2.808989,178,0
330,7,1,8.149171,1.294890,181,0
331,9,6,1.815642,3.648743,179,0
331,9,5,2.007682,4.347067,179,0
331,7,1,1.875000,4.010417,180,0
349,15,7,0.461648,2.041903,176,0
372,9,6,12.255587,2.077514,179,0
378,5,1,2.472527,3.657280,182,0
378,5,0,1.968232,1.778315,181,0
383,5,4,2.182263,2.618715,179,0
398,7,7,1.264045,2.668539,178,0
407,3,5,7.847612,2.457865,178,0
426,11,5,2.422753,2.668539,178,0
436,9,4,7.873603,1.902933,179,0
437,6,7,6.969803,1.948736,178,0
438,9,5,3.089888,4.845506,178,0
439,11,5,2.106742,3.019663,178,0
443,0,2,8.514747,3.739466,178,0
448,8,6,9.444832,2.513966,179,0
453,0,6,1.464286,3.000000,175,0
470,13,3,10.347222,1.927083,180,0
470,14,0,10.399306,2.465278,180,0
475,7,7,3.778249,3.336864,177,0
483,9,3,3.072917,2.847222,180,0
488,11,6,1.404494,3.265449,178,0
488,15,1,1.966292,4.090590,178,0
488,15,0,1.396648,2.828212,179,0
489,12,7,10.674157,8.058287,178,0
489,13,7,9.831461,2.317416,178,0
489,9,5,10.347222,4.184028,180,0
489,15,4,10.709270,8.690309,178,0
490,12,7,9.216102,3.760593,177,0
490,11,6,9.287219,3.915028,178,0
490,12,6,9.375000,4.424157,178,0
490,13,5,0.039979,1.432569,938,0
502,3,4,7.821229,3.753492,179,0
515,7,0,0.036801,1.208292,1019,0
524,7,7,2.683616,4.007768,177,0
524,8,2,2.020028,2.348066,181,0
524,5,0,2.071823,1.709254,181,0
524,7,0,2.244475,2.762431,181,0
529,7,6,5.604050,2.112430,179,0
529,4,5,5.477528,2.018961,178,0
529,11,5,5.495084,1.808287,178,0
529,2,3,5.412011,1.972765,179,0
530,14,0,8.222765,2.967877,179,0
531,5,3,4.687500,1.545139,180,0
538,9,7,8.251404,3.423455,178,0
542,1,6,1.464286,1.875000,175,0
566,6,2,5.438536,2.969613,181,0
568,7,6,11.330307,3.247207,179,0
577,1,4,2.071629,2.282303,178,0
579,5,1,12.293956,2.712912,182,0
583,8,6,11.539804,1.623603,179,0
593,4,5,8.953652,2.422753,178,0
595,8,3,12.222222,2.430556,180,0
596,8,7,0.768156,3.072626,179,0
596,5,3,0.520833,2.065972,180,0
596,2,1,0.074566,2.860629,461,0
598,10,7,2.967877,2.863128,179,0
599,7,5,6.284722,2.065972,180,0
602,8,5,10.230447,2.269553,179,0
625,10,1,1.388889,1.006944,180,0
628,1,7,7.927260,2.542373,177,0
631,2,6,0.497159,2.698864,176,0
649,2,7,1.995056,1.712571,177,0
655,0,5,8.598164,3.372175,177,0
655,3,4,8.432263,2.688547,179,0
656,7,4,11.487430,2.269553,179,0
658,4,4,1.623603,1.868017,179,0
688,4,4,10.422486,1.937849,179,0
696,4,1,9.117445,4.000687,182,0
697,4,3,11.649306,2.222222,180,0
699,0,7,2.308239,2.521307,176,0
707,3,6,4.378531,1.818503,177,0
717,9,4,10.841480,2.182263,179,0
722,0,0,11.674860,3.423455,178,0
725,6,6,0.942737,3.212291,179,0
725,6,4,1.088483,3.089888,178,0
727,0,7,12.178571,2.678571,175,0
727,0,5,12.270480,2.930791,177,0
730,3,7,5.773305,2.824859,177,0
734,7,6,3.541667,7.118056,180,0
738,0,2,11.358848,2.387640,178,0
740,6,6,0.526685,1.808287,178,0
742,8,0,9.993132,3.245192,182,0
746,4,6,12.129237,2.330508,177,0
757,6,6,3.875698,2.967877,179,0
757,6,5,4.002809,3.265449,178,0
765,9,7,6.703911,1.623603,179,0
765,10,7,8.030726,15.136173,179,0
765,11,7,0.046642,1.356499,804,0
765,10,6,6.566011,2.054073,178,0
769,7,5,3.299581,3.858240,179,0
784,1,4,12.131320,2.633427,178,0
786,7,0,0.794199,1.812845,181,0
797,0,2,1.650281,3.089888,178,0
811,5,4,2.880587,2.793296,179,0
826,10,7,5.301966,4.301264,178,0
826,11,7,5.003511,2.949438,178,0
835,10,7,9.514665,1.379190,179,0
837,12,4,8.958333,1.996528,180,0
839,1,5,2.560028,5.155367,177,0
841,14,6,8.497191,2.282303,178,0
841,12,5,8.589385,2.234637,179,0
841,13,5,9.043296,3.247207,179,0
841,14,5,8.938547,3.543994,179,0
849,3,6,4.113701,2.436441,177,0
866,7,6,3.125000,2.932961,179,0
875,8,3,4.739583,2.222222,180,0
879,4,6,6.850282,3.036723,177,0
886,14,7,9.517045,1.828835,176,0
890,1,5,8.532303,2.808989,178,0
899,8,7,6.250000,2.828212,179,0
908,8,7,1.544944,3.423455,178,0
919,2,4,5.793539,3.125000,178,0
929,8,3,11.805556,3.020833,180,0
930,3,7,1.846591,2.414773,176,0
937,3,7,8.167614,2.663352,176,0
954,3,4,2.182263,2.339385,179,0
955,7,0,8.097376,1.640193,181,0
959,6,7,8.602528,2.457865,178,0
964,11,2,3.038674,2.935083,181,0
965,8,7,8.676676,2.618715,179,0
969,12,0,10.156250,1.440972,180,0
983,10,6,9.550562,4.266152,178,0
985,1,2,4.277235,2.758380,179,0
985,2,2,4.097222,2.291667,180,0
985,1,1,4.582163,2.668539,178,0
987,8,6,11.906425,2.112430,179,0
990,11,7,12.131320,3.879916,178,0
992,8,6,0.582108,11.366422,102,0
994,14,6,11.832865,3.739466,178,0
994,14,5,12.168296,6.092877,179,0
1007,2,6,3.959517,3.995028,176,0
1012,9,6,11.993715,4.434358,179,0
1017,12,2,1.117318,1.082402,179,0
1025,11,3,9.930556,2.291667,180,0
1028,8,7,9.828911,2.513966,179,0
1041,1,6,3.428571,2.785714,175,0
1041,1,5,3.425141,2.436441,177,0
1044,5,6,2.721208,3.125000,178,0
1065,0,6,2.556818,2.450284,176,0
1070,6,5,0.062919,2.296560,596,0
1083,8,4,8.005618,4.231039,178,0
1084,3,3,11.145833,2.430556,180,0
1084,15,1,11.784218,4.102654,179,0
1091,9,5,1.379190,2.007682,179,0
1096,5,5,8.048184,2.583799,179,0
1103,11,4,2.898045,2.409218,179,0
1104,7,5,8.292598,4.312151,179,0
1113,4,6,8.103814,2.966102,177,0
1116,11,7,0.776836,2.065678,177,0
1117,11,2,0.535221,2.693370,181,0
1119,7,4,6.511872,4.242318,179,0
1119,6,3,6.180556,3.055556,180,0
1119,7,3,6.822917,4.618056,180,0
1126,9,6,5.937500,2.256944,180,0
1133,8,6,10.876397,2.479050,179,0
1142,5,7,7.344633,2.824859,177,0
1146,6,1,0.326087,11.521739,115,0
1149,8,6,10.544693,2.182263,179,0
1150,3,6,2.201705,2.627841,176,0
1155,5,3,11.493056,2.743056,180,0
1165,10,2,7.665746,1.260359,181,0
1172,2,2,8.368056,2.743056,180,0
1177,0,7,0.375000,1.660714,175,0
1177,3,4,1.152235,3.718575,179,0
1183,14,2,4.965278,2.708333,180,0
1203,12,4,6.791201,2.112430,179,0
1204,14,5,7.454609,2.583799,179,0
1210,6,4,8.571927,1.902933,179,0
1218,3,7,5.965909,3.302557,176,0
1220,2,1,4.652778,2.812500,180,0
1225,6,5,1.474719,4.266152,178,0
1227,12,6,0.033767,2.243983,1018,0
1237,4,7,1.059322,3.319209,177,0
1241,12,6,11.516854,3.669242,178,0
1241,12,5,11.622191,3.599017,178,0
1248,11,7,8.146067,3.844803,178,0
1248,13,3,8.030726,3.509078,179,0
1263,11,4,6.425562,2.949438,178,0
1271,12,5,6.355337,3.528792,178,0
1272,0,6,4.687500,3.053977,176,0
1281,1,7,3.107345,2.471751,177,0
1286,7,3,6.878492,2.479050,179,0
1292,13,6,9.726124,3.353230,178,0
1297,7,1,12.344613,2.382597,181,0
1297,5,0,12.241022,2.175414,181,0
